,0
0,0.8746371892017428
1,0.8599904571879242
2,0.9025439481548488
3,0.8446190486022068
4,0.9473182801827287
5,0.9641161016737485
6,0.9724311448798015
7,0.9767521982852612
8,0.9806311437102383
9,0.9503480642482626
10,0.9781326336530276
11,0.9664156286726867
12,0.9784565122461809
13,0.971524477561291
14,0.9738449445929942
15,0.9521348962723039
16,0.9425732671115197
17,0.9506843025889251
18,0.9614854219449797
19,0.9605729224108952
20,0.9191553775714448
21,0.8825863983209962
22,0.9648820286753422
23,0.9208250719392386
24,0.9585708475765295
25,0.933767416163088
26,0.9265522892788335
27,0.9216232785802244
28,0.9768275384761913
29,0.96939427241101
30,0.9748144366653573
31,0.9676471294367592
32,0.9589264872742221
33,0.9673271618288826
34,0.9688717224892576
35,0.9701245079084055
36,0.9380475706387023
37,0.9600701521624008
38,0.9394143988199457
39,0.9743760378539094
40,0.9418484137306172
41,0.9729048420410011
42,0.9364982019209227
43,0.9581149944429137
44,0.9509673563283725
45,0.8990926309167814
46,0.9762775629809821
47,0.9120921327101197
48,0.9242457664222128
49,0.9146730395077363
50,0.966892878034443
51,0.9745836568000411
52,0.9820149254724679
53,0.9682819517116016
54,0.961455398249898
55,0.9755245764293604
56,0.9741989320953649
57,0.9648693893240253
58,0.9656855335477804
59,0.9715829249815056
60,0.9595744391076306
61,0.9658706221227303
62,0.9709362076357538
63,0.9520842910904902
64,0.9671050084126062
65,0.9635701656221958
66,0.9666309665293754
67,0.9638840460740039
68,0.9560228597851019
69,0.9619596102717388
70,0.9596145668186618
71,0.9695835332932207
72,0.9719896799119653
73,0.976870230855425
74,0.9744781670698293
75,0.9794182003421452
76,0.9731461401126708
77,0.9719406466448275
78,0.9745419250375258
79,0.9744856625463002
80,0.977527083966785
81,0.9692561869511167
82,0.9741311093171872
83,0.9735125930636794
84,0.9758146281766281
85,0.966133532112353
86,0.9694629775207891
87,0.9613973032034944
88,0.9684682272722371
89,0.9755792178666323
90,0.9606533634502952
91,0.9806931498449738
92,0.9766466446521684
93,0.97321375254468
94,0.9762732587632372
95,0.9328804779819206
96,0.9705649855196283
97,0.9289581277076683
98,0.936902797910348
99,0.859127927431717
100,0.9742709595247488
101,0.8795157788447481
102,0.9233868576701425
103,0.9390625557952028
104,0.9668019822145849
105,0.8437103598663105
106,0.948446638995938
107,0.9342408206172504
108,0.9291742309555204
109,0.9624249871399855
110,0.9619366529594933
111,0.9591953747530014
112,0.9639903807190177
113,0.905675287038911
114,0.9560877198679947
115,0.9707780541478822
116,0.9718472320442393
117,0.974643166415031
118,0.9603887021852907
119,0.965198132314502
120,0.9744202028372203
121,0.9254818683309671
122,0.9345842313804564
123,0.9393950753445411
124,0.8538972933114765
125,0.8781435667731946
126,0.8826745534441746
127,0.847054380011149
