,0
0,0.7489824406961847
1,0.7163748704597992
2,0.8028125281826469
3,0.6798231897680718
4,0.8800626634342993
5,0.9306713126780766
6,0.9380588799775865
7,0.9556659014291343
8,0.9654809018957454
9,0.8871612044102185
10,0.957599350167625
11,0.9267123264741263
12,0.9617547127423389
13,0.957523381382215
14,0.9552814601007212
15,0.9049098164200658
16,0.8600789436006818
17,0.8940401199064821
18,0.918685964603071
19,0.9417783740031732
20,0.7937982316654775
21,0.72947862028754
22,0.9275490257750961
23,0.8571790749001669
24,0.883932886630928
25,0.7751353757727139
26,0.7334005241349582
27,0.7107453536541596
28,0.938129398154424
29,0.917733932400284
30,0.9292704729296762
31,0.9120614717106119
32,0.8718011283088214
33,0.911650971874966
34,0.9163885790064015
35,0.9211680916556465
36,0.7800487552110302
37,0.8998363796284524
38,0.782424403391856
39,0.9305896064812934
40,0.7830758569900784
41,0.9238686069841222
42,0.791938892875764
43,0.8771845388709152
44,0.8427236293478246
45,0.7737618143589726
46,0.9538487141842574
47,0.8016546563719475
48,0.8154970509952532
49,0.7789533444320939
50,0.9341766757803237
51,0.9364253624940564
52,0.9734609379871584
53,0.9099296881699267
54,0.8630544468583893
55,0.9199796123559216
56,0.9115891323505871
57,0.8842843742417145
58,0.9087743567285947
59,0.904729566555584
60,0.8629383101627267
61,0.8822312609213097
62,0.9012603553732825
63,0.8303418304001084
64,0.8784186508310751
65,0.8763626631399435
66,0.8795760775572912
67,0.8992212776267731
68,0.8492549348704891
69,0.8517122266185659
70,0.8725913876760667
71,0.9405163212640403
72,0.9267799942190283
73,0.9550371252266702
74,0.9378881836799217
75,0.9490962577394617
76,0.935474469933511
77,0.9157642693870881
78,0.9393895104170629
79,0.912748123639953
80,0.943932381255919
81,0.9405711778063607
82,0.9155380563328972
83,0.9312262061459257
84,0.9341590659941327
85,0.9063870722072588
86,0.910295669113461
87,0.8914598480584103
88,0.9314009277013178
89,0.9364066249675006
90,0.9111973172134387
91,0.9550688790441461
92,0.9445580087006277
93,0.9227006771772664
94,0.9493886062348379
95,0.8214374001121272
96,0.9458335857011086
97,0.84442669347121
98,0.8594116943722571
99,0.699464296346566
100,0.9503906177551849
101,0.6976698764929519
102,0.8203964818408712
103,0.8678905012654548
104,0.9439634425914313
105,0.6851250932381534
106,0.8782207861264655
107,0.8766074388772761
108,0.8131433427390086
109,0.9420453316843811
110,0.926533741567166
111,0.9254584037954204
112,0.9368140861103076
113,0.8275471401119728
114,0.9325630603157017
115,0.94840902996537
116,0.9449206691159233
117,0.945207994748249
118,0.9089169791952191
119,0.9315847092832291
120,0.9507980739612044
121,0.8368935828574088
122,0.8435470861882939
123,0.9058771465085309
124,0.6641176734611014
125,0.7291909619528331
126,0.7621086010824236
127,0.6933299833113067
128,0.5865928687114126
129,0.9024903653110204
130,0.9614786734189293
131,0.9717006659041288
132,0.9685468905746447
133,0.9445435736731294
134,0.9661095139076802
135,0.9611379806524042
136,0.9644228773658122
137,0.9625843027061801
138,0.8903225125908215
139,0.9160082234837661
140,0.9710457408730455
141,0.7911357873749358
142,0.8167417723944533
143,0.9184200694617934
144,0.8071209743626333
145,0.9322438933080632
146,0.855217752536173
147,0.8692498587058788
148,0.9627037335423343
149,0.9633577134624826
150,0.9499681875929645
151,0.9270711239025262
152,0.9177830258157628
153,0.8287695660320752
154,0.8658886181795733
155,0.9433830469516159
156,0.9698423204383056
157,0.9445644302196279
158,0.6293677725469738
159,0.5914342375260321
160,0.597032747961436
161,0.5919333673144552
162,0.9505101625688549
163,0.9350708430771968
164,0.8687634971570868
165,0.8464334208777791
166,0.8068833771314478
167,0.7795491007341641
168,0.8077349125533644
169,0.7198751384708184
170,0.8643601587590949
171,0.9062980357229232
172,0.8256929355647006
173,0.7933237524896484
174,0.7912600136123208
175,0.8035193513222622
176,0.8620432293151742
177,0.8225470506351868
178,0.8231195393939709
179,0.7817181394186252
180,0.7853652745785625
181,0.7876499017797244
182,0.8160969083483354
183,0.7856008386340142
184,0.7910759536875
185,0.7917622565692576
186,0.8056450617384324
187,0.826979151305718
188,0.7908137900102483
189,0.8183865828558632
190,0.8404329480114884
191,0.7996509423267852
192,0.8503997875394496
193,0.8360639704686522
194,0.8388692283469646
195,0.7783487180764038
196,0.7555996152979187
197,0.9264071629528416
198,0.9286564911438695
199,0.8272202215137618
200,0.7990942297468602
201,0.8527653064044419
202,0.9362675196394721
203,0.9494614268633172
204,0.84309328673024
205,0.8374250240797461
206,0.8392487009014389
207,0.8565604796026486
208,0.9327502739480825
209,0.9333800168768723
210,0.8459669508485358
211,0.8279464980505297
212,0.935430010210664
213,0.9097779067890123
214,0.860027646171068
215,0.9033724709573328
216,0.8609316178643837
217,0.6055349409390178
218,0.8544364087595813
219,0.815757284999713
220,0.8061095715576581
221,0.815757284999713
222,0.8061095715576581
223,0.6386917624193229
224,0.8914630095319153
225,0.7148758226394772
226,0.7954929469985823
227,0.7374579543225609
228,0.7977168183957567
229,0.8296994689058567
230,0.8059851709104886
231,0.76927850098019
232,0.9077876892354025
233,0.7748010228865058
234,0.9384490843530843
235,0.9358966727224466
236,0.9079005954492393
237,0.8730657244731209
238,0.7937299645055166
239,0.9508873480114742
240,0.9536975944555529
241,0.9537754244995207
242,0.8554224772284037
243,0.743278068336816
244,0.7247953971389298
245,0.8878540256901181
246,0.9394603217695475
247,0.9548468685456893
248,0.96152955728755
249,0.946985221137404
250,0.9404777460554881
251,0.7741623719053012
252,0.9622627444092715
253,0.9526934892788865
254,0.5813377130987758
255,0.5813377130987758
256,0.9257281595672436
257,0.8739312370840688
258,0.9260890714419775
259,0.89138674245373
260,0.9075774595206498
261,0.8977923605372036
262,0.8353374130030592
263,0.833332756745321
264,0.8949422518165205
265,0.8316009931885227
266,0.8527772113816924
267,0.8536700232455051
268,0.9217952465209709
269,0.9210436614428179
270,0.9209275185493366
271,0.9209346456259818
272,0.8885864212341338
273,0.9151404809263601
274,0.8844225257005504
275,0.8888872686708883
276,0.8818904387933403
277,0.8757113694632634
278,0.8915438671653575
279,0.8861184868336556
280,0.885248690441745
281,0.9048476519669431
282,0.7942457708779908
283,0.9332282466980757
284,0.8431559061114645
285,0.8222057067158919
286,0.8781273276707076
287,0.8709448982715019
288,0.9325504916153007
289,0.9304256568427876
290,0.934227821702591
291,0.9455155907217803
292,0.7481868197355698
293,0.8384333216098053
294,0.9033809855522102
295,0.8206380323533898
296,0.7785174055831839
297,0.7080033121082888
298,0.7292539157188768
299,0.7292388320084863
300,0.7310722662288606
301,0.7256570949049258
302,0.7256371251309655
303,0.7065651878223507
304,0.6493688645656909
305,0.7029899151548179
306,0.8671813641472944
307,0.7888507347921936
308,0.7902206764098068
309,0.8748928396943632
310,0.8003067951209407
311,0.8909514175921492
312,0.6968065703492491
313,0.7968675572240956
314,0.7653215789601153
315,0.794518953656241
316,0.7098028541242221
317,0.8526663121237101
318,0.9409402889721312
319,0.8381241321188352
320,0.8323916328708626
321,0.8410062515061065
322,0.8369207761163802
323,0.8301514537183908
324,0.8463780974428963
325,0.6088871925548518
326,0.7678205364290591
327,0.7830679756326215
328,0.7713344544373969
329,0.7545840622281981
330,0.6088590322782582
331,0.8351331332114824
332,0.7170772712617461
333,0.7509137302242938
334,0.7675167374522182
335,0.8335128429676041
336,0.8344068096954876
337,0.8915340116011531
338,0.8678167983013938
339,0.8370572741901209
340,0.7936691025518448
341,0.8748928396943632
342,0.8636379375679667
343,0.8586154392867487
344,0.6222990408282082
345,0.649744309679493
346,0.6714991014847533
347,0.5946134515384666
348,0.7140655525219813
349,0.9027059948080874
350,0.8611356930703178
351,0.7914156860902596
352,0.7901626089137326
353,0.8691878900650122
354,0.8863254449276169
355,0.8835731756980711
356,0.8654615121148599
357,0.8338521827256913
358,0.8504519153051091
359,0.8740001618330561
360,0.7430883095540202
361,0.8375690741890864
362,0.9128183274729467
363,0.6456233295514501
364,0.595743397433521
365,0.7996953699726738
366,0.9474464043398168
367,0.9463422416836286
368,0.9324300095358988
369,0.8291774714426653
370,0.9262843018487119
371,0.8373378716657573
372,0.8230050465618037
373,0.8801214723212443
374,0.8821809875396854
375,0.9428894332185219
376,0.9343583789194776
377,0.8896472121177811
378,0.9213906597496243
379,0.7997572731748985
380,0.6718108809421227
381,0.7798095619427732
382,0.9408362848690032
383,0.8429052841313255
384,0.9303438604368784
385,0.8079711757476338
386,0.8886990107836547
387,0.9249573807718757
388,0.962211886308468
389,0.9622780504588989
390,0.8533586704726341
391,0.7501683604809959
392,0.7490121658401051
393,0.9245046953570426
394,0.8406353424304338
395,0.9210690910057108
396,0.9253019010046377
397,0.94092387845477
398,0.9411400654689301
399,0.9315365718889411
400,0.9558262248717485
401,0.9315365718889411
402,0.9121216964739876
403,0.943441311123371
404,0.943441311123371
405,0.963712668017213
406,0.9517289649681266
407,0.964736742285964
408,0.9152799761034883
409,0.8929934495185157
410,0.8195668031278847
411,0.9551460012349594
412,0.818168318840766
413,0.8570711126876596
414,0.8234454465623319
415,0.9405924645754303
416,0.7190880299524061
417,0.6782942076465824
418,0.9340445594047176
419,0.774000795372724
420,0.9432194509226399
421,0.8592080480274769
422,0.9343435317048564
423,0.8917706442149164
424,0.8747279951100881
425,0.9592503622966707
426,0.9568306994353963
427,0.9501812036144176
428,0.9590833130207838
429,0.9524643143445037
430,0.8903254159754033
431,0.8599273124849551
432,0.7842504975975372
433,0.8965982719565125
434,0.7742846402049712
435,0.8734215128184728
436,0.7938772640518477
437,0.7942373783346691
438,0.8641591356966893
439,0.8627603019330298
440,0.7999122509969074
441,0.785004070529337
442,0.8152845043769268
443,0.7445254062382545
444,0.7918654057463427
445,0.780728624083189
446,0.9054540440872112
447,0.9499033758834846
448,0.9395168080617038
449,0.9347923337842262
450,0.9426701841096466
451,0.934321926642183
452,0.9114248093686124
453,0.9455935848672926
454,0.9084012393365472
455,0.6349666991700839
456,0.9603572953245165
457,0.9215119001103936
458,0.9101591798804622
459,0.7910900659206838
460,0.6438238679225219
461,0.8573436228277198
462,0.6673681293327586
463,0.9232611375684953
464,0.7061089061288649
465,0.5450259329590182
466,0.6376180579873084
467,0.6207336711929233
468,0.6082014687458354
469,0.5978377989916525
470,0.7930979634090366
471,0.6118555730966527
472,0.6414540886064548
473,0.6345485733249603
474,0.6511857316761441
475,0.7091607674953202
476,0.6264336465577629
477,0.6752603383590776
478,0.7516109404717581
479,0.6958546729840809
480,0.7023727182448333
481,0.6917695784818741
482,0.7445222885964041
483,0.8404975854878861
484,0.837432415994587
485,0.8577310820174661
486,0.8347857212191899
487,0.9442660434957355
488,0.9190747804395357
489,0.8632272350771768
490,0.897338518180811
491,0.9601485354140866
492,0.8644086364292629
493,0.8948577424165646
494,0.8632259341565748
495,0.8654186159259936
496,0.8638180247375378
497,0.8335942863095727
498,0.8450214834980383
499,0.9097813079322474
500,0.9126789631689884
501,0.9304821493352354
502,0.9227681466812067
503,0.9248698503746148
504,0.9224622088751702
505,0.9139080483090156
506,0.9328772642531209
507,0.9342276814539829
508,0.9198364878256106
509,0.9431536292866078
510,0.9452281753431506
511,0.9077961183595071
512,0.8884077306033197
513,0.8587936245296822
514,0.9425966922242982
515,0.7448436187481434
516,0.9483269582329963
517,0.8450126458020705
518,0.9129736047837508
519,0.8517832618521929
520,0.7806339144767664
521,0.007817366433222447
522,0.9071320886963055
523,0.8669368847455267
524,0.8788377125053125
525,0.858002163639121
526,0.8334020350207961
527,0.9563662067663262
528,0.9599376047075507
529,0.9636517771860764
530,0.9109868365492884
531,0.7907851690886728
532,0.7740857535431324
533,0.7859760187186355
534,0.8912911081547035
535,0.7631727885986375
536,0.7425865892860031
537,0.7492987162705524
538,0.7717817345211184
539,0.783338010515115
540,0.7458454511278751
541,0.8182473905715674
542,0.7598314401828757
543,0.7833418848029198
544,0.7799911461600865
545,0.7810798790458933
546,0.7806029767170422
547,0.7995879668775092
548,0.7784053008886169
549,0.8000889270122291
550,0.7346389571089935
551,0.7762229460646992
552,0.7688807703913467
553,0.7801162264407334
554,0.8226395185303568
555,0.828007440668725
556,0.8266940951446856
557,0.6978586818219956
558,0.8038814774823585
559,0.8090306321935411
560,0.800992206450975
561,0.8259264328830764
562,0.757698070051722
563,0.8577290180556442
564,0.7453162992574215
565,0.7841618821791922
566,0.7922599757741576
567,0.8542159953814509
568,0.7747822968260452
569,0.8550915841731388
570,0.8985044964614806
571,0.8775963580399198
572,0.6925537209008427
573,0.9456747195146212
574,0.9536641420022115
575,0.9568112932521656
576,0.8577287300877724
577,0.8099015355204675
578,0.8635489998947196
579,0.876053650385673
580,0.4346330558679609
581,0.4260614121364453
582,0.43294976643924893
583,0.3127915521269814
584,0.42260305077350446
585,0.37777914011956154
586,0.4400919112044021
587,0.4305504225924628
588,0.3369690424578849
589,0.34399528669025387
590,0.4599500683320854
591,0.38199720981457624
592,0.43240497900950775
593,0.540026301260159
594,0.4447919126990036
595,0.3249940848512036
596,0.4978320329478644
597,0.4781993550824463
598,0.45999636361059093
599,0.4276014574849441
600,0.5302735862732773
601,0.4463988693399961
602,0.5251034827089321
603,0.4953309301194092
604,0.4279240105061798
605,0.4808413335810796
606,0.4508490914112103
